,lat,long,geo_address,street_code,borough,address,geometry
500020,40.6288122,-74.0739288,"Navy Pier Court, Stapleton, Staten Island, Richmond County, New York, 10301, United States",00020,Staten Island,NAVY PIER COURT,POINT (-74.0739288 40.6288122)
539709,40.6224094,-74.1347302,"Neal Dow Avenue, Westerleigh, Staten Island, Richmond County, New York, 10314, United States",39709,Staten Island,NEAL DOW AVENUE,POINT (-74.13473020000001 40.6224094)
500070,40.5966032,-74.1918941,"Neck Creek, Richmond County, New York, 10311, United States",00070,Staten Island,NECK CREEK,POINT (-74.1918941 40.5966032)
539718,40.6075474,-74.0850653,"Neckar Avenue, Concord, Staten Island, Richmond County, New York, 10304, United States",39718,Staten Island,NECKAR AVENUE,POINT (-74.0850653 40.6075474)
539720,40.589994,-74.15691,"Nehring Avenue, Heartland Village, Staten Island, Richmond County, New York, 10314, United States",39720,Staten Island,NEHRING AVENUE,POINT (-74.15691 40.589994)
539725,40.5424657,-74.1459521,"Nelson Avenue, Staten Island, Richmond County, New York, 10308, United States",39725,Staten Island,NELSON AVENUE,POINT (-74.1459521 40.5424657)
539733,40.6093027,-74.1480273,"Neptune Place, Staten Island, Richmond County, New York, 10314, United States",39733,Staten Island,NEPTUNE PLACE,POINT (-74.1480273 40.6093027)
539735,40.5651097,-74.0999959,"Neptune Street, New Dorp Beach, Staten Island, Richmond County, New York, 10306, United States",39735,Staten Island,NEPTUNE STREET,POINT (-74.0999959 40.5651097)
570221,40.6179324,-74.0902861,"Nesmythe Terrace, Grymes Hill, Staten Island, Richmond County, New York, 10301, United States",70221,Staten Island,NESMYTHE TERRACE,POINT (-74.0902861 40.6179324)
539740,40.6284518,-74.153207,"Netherland Avenue, Elm Park, Staten Island, Richmond County, New York, 10303, United States",39740,Staten Island,NETHERLAND AVENUE,POINT (-74.15320699999999 40.6284518)
539745,40.561074,-74.1034028,"Neutral Avenue, New Dorp Beach, Staten Island, Richmond County, New York, 10306, United States",39745,Staten Island,NEUTRAL AVENUE,POINT (-74.1034028 40.561074)
539750,40.5830894,-74.1261218,"Nevada Avenue, Staten Island, Richmond County, New York, 10306, United States",39750,Staten Island,NEVADA AVENUE,POINT (-74.12612180000001 40.5830894)
500090,40.579622650000005,-74.08231255711334,"New Creek Bluebelt, Buel Avenue, Staten Island, Richmond County, New York, 10305, United States",00090,Staten Island,NEW CREEK,POINT (-74.08231255711334 40.57962265)
539810,40.564356,-74.1048624,"New Dorp Beach, Staten Island, Richmond County, New York, 10306, United States",39810,Staten Island,NEW DORP BEACH,POINT (-74.1048624 40.564356)
539800,40.5703118,-74.1094123,"New Dorp Lane, New Dorp Beach, Staten Island, Richmond County, New York, 10306, United States",39800,Staten Island,NEW DORP LANE,POINT (-74.1094123 40.5703118)
511610,40.56980515,-74.11844927095348,"New Dorp Park, Staten Island, Richmond County, New York, United States",11610,Staten Island,NEW DORP PARK,POINT (-74.11844927095348 40.56980515)
539950,40.5739,-74.1164128,"New Dorp Plaza, New Dorp, Staten Island, Richmond County, New York, 10306, United States",39950,Staten Island,NEW DORP PLAZA,POINT (-74.11641280000001 40.5739)
570222,40.5128877,-74.2352763,"New Folden Place, Staten Island, Richmond County, New York, 10307, United States",70222,Staten Island,NEW FOLDEN PLACE,POINT (-74.2352763 40.5128877)
552295,40.601064,-74.0561461,"USS New Mexico Court, Staten Island, Richmond County, New York, 10305, United States",52295,Staten Island,NEW MEXICO COURT,POINT (-74.05614610000001 40.601064)
500230,40.565121,-74.1695424,"New Springville Greenway, Greenridge, Staten Island, Richmond County, New York, 10312, United States",00230,Staten Island,NEW SPRINGVILLE GREENWAY,POINT (-74.1695424 40.565121)
540100,40.63651,-74.132997,"New Street, Port Richmond, Staten Island, Richmond County, New York, 10302, United States",40100,Staten Island,NEW STREET,POINT (-74.132997 40.63651)
512080,40.59471275,-74.13791301724788,"New York City Farm Colony, Brielle Avenue, Staten Island, Richmond County, New York, 10314, United States",12080,Staten Island,NEW YORK CITY FARM COLONY,POINT (-74.13791301724788 40.59471275)
539785,40.6360138,-74.1443627,"Newark Avenue, Elm Park, Staten Island, Richmond County, New York, 10302, United States",39785,Staten Island,NEWARK AVENUE,POINT (-74.1443627 40.6360138)
540150,40.595074,-74.094157,"Newberry Avenue, Linden-Park, Staten Island, Richmond County, New York, 10304, United States",40150,Staten Island,NEWBERRY AVENUE,POINT (-74.094157 40.595074)
570223,40.6270243,-74.1332268,"Newkirk Avenue, Westerleigh, Staten Island, Richmond County, New York, 10302, United States",70223,Staten Island,NEWKIRK AVENUE,POINT (-74.1332268 40.6270243)
540156,40.5270973,-74.174813,"Newton Street, Staten Island, Richmond County, New York, 10312, United States",40156,Staten Island,NEWTON STREET,POINT (-74.174813 40.5270973)
540157,40.5686999,-74.1500218,"Newvale Avenue, Staten Island, Richmond County, New York, 10306, United States",40157,Staten Island,NEWVALE AVENUE,POINT (-74.1500218 40.5686999)
540170,40.6155528,-74.1036292,"Niagara Street, Sunnyside, Staten Island, Richmond County, New York, 10301, United States",40170,Staten Island,NIAGARA STREET,POINT (-74.1036292 40.6155528)
540200,40.634897,-74.140762,"Nicholas Avenue, Port Richmond, Staten Island, Richmond County, New York, 10302, United States",40200,Staten Island,NICHOLAS AVENUE,POINT (-74.140762 40.634897)
540250,40.646674,-74.081059,"Nicholas Street, Saint George, Staten Island, Richmond County, New York, 10301, United States",40250,Staten Island,NICHOLAS STREET,POINT (-74.081059 40.646674)
540215,40.6098248,-74.0993262,"Nicole Loop, Emerson Hill, Staten Island, Richmond County, New York, 10304, United States",40215,Staten Island,NICOLE LOOP,POINT (-74.09932619999999 40.6098248)
540220,40.52262,-74.174429,"Nicolosi Drive, Staten Island, Richmond County, New York, 10312, United States",40220,Staten Island,NICOLOSI DRIVE,POINT (-74.174429 40.52262)
540230,40.5224482,-74.1760608,"Nicolosi Loop, Staten Island, Richmond County, New York, 10312, United States",40230,Staten Island,NICOLOSI LOOP,POINT (-74.1760608 40.5224482)
540290,40.5782211,-74.1202712,"Nightingale Street, New Dorp, Staten Island, Richmond County, New York, 10306, United States",40290,Staten Island,NIGHTINGALE STREET,POINT (-74.1202712 40.5782211)
540295,40.5996365,-74.1342434,"Niles Place, Willowbrook, Staten Island, Richmond County, New York, 10314, United States",40295,Staten Island,NILES PLACE,POINT (-74.1342434 40.5996365)
570224,40.6112451,-74.1509726,"Nina Avenue, Staten Island, Richmond County, New York, 10314, United States",70224,Staten Island,NINA AVENUE,POINT (-74.1509726 40.6112451)
500014,40.5060247,-74.2327862,"Nino Court, Staten Island, Richmond County, New York, 10307, United States",00014,Staten Island,NINO COURT,POINT (-74.23278620000001 40.5060247)
540350,40.540551,-74.193197,"Nippon Avenue, Huguenot, Staten Island, Richmond County, New York, 10312, United States",40350,Staten Island,NIPPON AVENUE,POINT (-74.193197 40.540551)
540400,40.6330346,-74.0812518,"Nixon Avenue, Tompkinsville, Staten Island, Richmond County, New York, 10304, United States",40400,Staten Island,NIXON AVENUE,POINT (-74.0812518 40.6330346)
536645,40.619267,-74.138191,"Livermore Avenue, Westerleigh, Staten Island, Richmond County, New York, 10314, United States",36645,Staten Island,NO LIVERMORE AVENUE,POINT (-74.13819100000001 40.619267)
552267,40.6248621,-74.1550822,"Van Name Avenue, Graniteville, Staten Island, Richmond County, New York, 10303, United States",52267,Staten Island,NO NAME,POINT (-74.1550822 40.6248621)
540600,40.5976557,-74.0656041,"Railroad Avenue, Arrochar, Staten Island, Richmond County, New York, 10305, United States",40600,Staten Island,NO RAILROAD AVENUE,POINT (-74.0656041 40.5976557)
540601,40.5399108,-74.1827753,"North Railroad Street, Annadale, Staten Island, Richmond County, New York, 10312, United States",40601,Staten Island,NO RAILROAD STREET,POINT (-74.1827753 40.5399108)
540650,40.5524784,-74.151902,"Rhett Avenue, Great Kills, Staten Island, Richmond County, New York, 10308, United States",40650,Staten Island,NO RHETT AVENUE,POINT (-74.15190200000001 40.5524784)
540680,40.6162009,-74.1500344,"Tremont Avenue, Staten Island, Richmond County, New York, 10314, United States",40680,Staten Island,NO TREMONT AVENUE,POINT (-74.1500344 40.6162009)
540430,40.6350947,-74.1535441,"Noah Court, Mariners Harbor, Staten Island, Richmond County, New York, 10303, United States",40430,Staten Island,NOAH COURT,POINT (-74.1535441 40.6350947)
570225,40.6338043,-74.1171689,"Noble Place, West New Brighton, Staten Island, Richmond County, New York, 10310, United States",70225,Staten Island,NOBLE PLACE,POINT (-74.1171689 40.6338043)
540500,40.5323913,-74.163355,"Noel Street, Staten Island, Richmond County, New York, 10312, United States",40500,Staten Island,NOEL STREET,POINT (-74.163355 40.5323913)
540520,40.5498449,-74.151874,"Nolan Avenue, Great Kills, Staten Island, Richmond County, New York, 10308, United States",40520,Staten Island,NOLAN AVENUE,POINT (-74.15187400000001 40.5498449)
540530,40.5903825,-74.1652521,"Nome Avenue, New Springville, Staten Island, Richmond County, New York, 10314, United States",40530,Staten Island,NOME AVENUE,POINT (-74.1652521 40.5903825)
540540,40.5944801,-74.102253,"Norden Street, Todt Hill, Staten Island, Richmond County, New York, 10304, United States",40540,Staten Island,NORDEN STREET,POINT (-74.102253 40.5944801)
544737,40.628051,-74.103547,"Norma Place, Sunset Hill, Staten Island, Richmond County, New York, 10301, United States",44737,Staten Island,NORMA PLACE,POINT (-74.10354700000001 40.628051)
540545,40.5993994,-74.0811807,"Normalee Road, Old Town Station, Staten Island, Richmond County, New York, 10305, United States",40545,Staten Island,NORMALEE ROAD,POINT (-74.0811807 40.5993994)
540547,40.5173062,-74.1932501,"Norman Place, Staten Island, Richmond County, New York, 10309, United States",40547,Staten Island,NORMAN PLACE,POINT (-74.1932501 40.5173062)
540550,40.622986,-74.1355548,"North Avenue, Westerleigh, Staten Island, Richmond County, New York, 10314, United States",40550,Staten Island,NORTH AVENUE,POINT (-74.13555479999999 40.622986)
554990,40.5268716,-74.2348695,"North Bridge Street, Richmond Valley, Staten Island, Richmond County, New York, 10307, United States",54990,Staten Island,NORTH BRIDGE STREET,POINT (-74.2348695 40.5268716)
540560,40.632436,-74.114034,"North Burgher Avenue, West New Brighton, Staten Island, Richmond County, New York, 10310, United States",40560,Staten Island,NORTH BURGHER AVENUE,POINT (-74.114034 40.632436)
570408,40.6069408,-74.0722497,"North Drive, Staten Island, Richmond County, New York, 10305, United States",70408,Staten Island,NORTH DRIVE,POINT (-74.0722497 40.6069408)
540577,40.5462405,-74.2154649,"North Edo Court, Rossville, Staten Island, Richmond County, New York, 10309, United States",40577,Staten Island,NORTH EDO COURT,POINT (-74.2154649 40.5462405)
540597,40.538701,-74.179107,"North Pine Terrace, Seaside, Staten Island, Richmond County, New York, 10312, United States",40597,Staten Island,NORTH PINE TERRACE,POINT (-74.179107 40.538701)
570227,40.6349017,-74.0995906,"North Randall Avenue, Staten Island, Richmond County, New York, 10301, United States",70227,Staten Island,NORTH RANDALL AVENUE,POINT (-74.0995906 40.6349017)
540660,40.6068599,-74.0592896,"North Road, Fort Wadsworth, Staten Island, Richmond County, New York, 10305, United States",40660,Staten Island,NORTH ROAD,POINT (-74.0592896 40.6068599)
570407,40.6370424,-74.1081848,"North Saint Austins Place, West New Brighton, Staten Island, Richmond County, New York, 10310, United States",70407,Staten Island,NORTH SAINT AUSTINS PLACE,POINT (-74.1081848 40.6370424)
511605,40.6461704,-74.07564613649492,"North Shore Esplanade, Staten Island, Richmond County, New York, United States",11605,Staten Island,NORTH SHORE ESPLANADE,POINT (-74.07564613649492 40.6461704)
540675,40.6403509,-74.1344833,"North Street, Staten Island, Richmond County, New York, 10302, United States",40675,Staten Island,NORTH STREET,POINT (-74.1344833 40.6403509)
554751,40.606108,-74.056174,"North Weed Road, Fort Wadsworth, Staten Island, Richmond County, New York, 10305, United States",54751,Staten Island,NORTH WEED ROAD,POINT (-74.056174 40.606108)
540620,40.5895984,-74.1060729,"Northentry Road, Staten Island, Richmond County, New York, 10304, United States",40620,Staten Island,NORTHENTRY ROAD,POINT (-74.1060729 40.5895984)
511600,40.6227175,-74.13387454511371,"Northerleigh Park, Staten Island, Richmond County, New York, United States",11600,Staten Island,NORTHERLEIGH PARK,POINT (-74.13387454511371 40.6227175)
540580,40.6125286,-74.1074886,"Northern Boulevard, Sunnyside, Staten Island, Richmond County, New York, 10301, United States",40580,Staten Island,NORTHERN BOULEVARD,POINT (-74.1074886 40.6125286)
540630,40.638662,-74.168184,"Northfield Avenue, Arlington, Staten Island, Richmond County, New York, 10303, United States",40630,Staten Island,NORTHFIELD AVENUE,POINT (-74.168184 40.638662)
540633,40.6408326,-74.1685397,"Northfield Court, Staten Island, Richmond County, New York, 10303, United States",40633,Staten Island,NORTHFIELD COURT,POINT (-74.1685397 40.6408326)
540635,40.5842427,-74.1598807,"Northport Lane, Heartland Village, Staten Island, Richmond County, New York, 10314, United States",40635,Staten Island,NORTHPORT LANE,POINT (-74.1598807 40.5842427)
540685,40.6440344,-74.0885934,"Northview Court, Hamilton Park, Staten Island, Richmond County, New York, 10301, United States",40685,Staten Island,NORTHVIEW COURT,POINT (-74.08859339999999 40.6440344)
540695,40.605281,-74.118024,"Norwalk Avenue, Staten Island, Richmond County, New York, 10314, United States",40695,Staten Island,NORWALK AVENUE,POINT (-74.11802400000001 40.605281)
540700,40.594119,-74.0789825,"Norway Avenue, Arrochar, Staten Island, Richmond County, New York, 10305, United States",40700,Staten Island,NORWAY AVENUE,POINT (-74.0789825 40.594119)
540780,40.5954328,-74.1421464,"Norwich Street, Staten Island, Richmond County, New York, 10314, United States",40780,Staten Island,NORWICH STREET,POINT (-74.1421464 40.5954328)
540850,40.620314,-74.0749848,"Norwood Avenue, Clifton, Staten Island, Richmond County, New York, 10304, United States",40850,Staten Island,NORWOOD AVENUE,POINT (-74.0749848 40.620314)
570229,40.6273521,-74.0862883,"Norwood Court, Staten Island, Richmond County, New York, 10304, United States",70229,Staten Island,NORWOOD COURT,POINT (-74.08628830000001 40.6273521)
540532,40.606651,-74.168942,"Nostrand Avenue, Bulls Head, Staten Island, Richmond County, New York, 10314, United States",40532,Staten Island,NOSTRAND AVENUE,POINT (-74.168942 40.606651)
512055,40.6281903,-74.08958621939493,"Notre Dame Academy, Howard Avenue, Grymes Hill, Staten Island, Richmond County, New York, 10301, United States",12055,Staten Island,NOTRE DAME ACADEMY,POINT (-74.08958621939493 40.6281903)
540870,40.550348,-74.1572902,"Notre Dame Avenue, Great Kills, Staten Island, Richmond County, New York, 10308, United States",40870,Staten Island,NOTRE DAME AVENUE,POINT (-74.15729020000001 40.550348)
540885,40.5508386,-74.1753466,"Notus Avenue, Annadale, Staten Island, Richmond County, New York, 10312, United States",40885,Staten Island,NOTUS AVENUE,POINT (-74.1753466 40.5508386)
540995,40.5737735,-74.0954758,"Nugent Avenue, Midland Beach, Staten Island, Richmond County, New York, 10306, United States",40995,Staten Island,NUGENT AVENUE,POINT (-74.0954758 40.5737735)
540998,40.5777068,-74.0918489,"Nugent Court, Midland Beach, Staten Island, Richmond County, New York, 10305, United States",40998,Staten Island,NUGENT COURT,POINT (-74.0918489 40.5777068)
541000,40.575919,-74.136935,"Nugent Street, Richmond, Staten Island, Richmond County, New York, 10306, United States",41000,Staten Island,NUGENT STREET,POINT (-74.13693499999999 40.575919)
541010,40.6157322,-74.083696,"Nunley Court, Fox Hills, Staten Island, Richmond County, New York, 10304, United States",41010,Staten Island,NUNLEY COURT,POINT (-74.083696 40.6157322)
541015,40.6304485,-74.1546664,"Nunzie Court, Elm Park, Staten Island, Richmond County, New York, 10303, United States",41015,Staten Island,NUNZIE COURT,POINT (-74.1546664 40.6304485)
541020,40.6263942,-74.1106782,"Nutly Place, Sunset Hill, Staten Island, Richmond County, New York, 10310, United States",41020,Staten Island,NUTLY PLACE,POINT (-74.1106782 40.6263942)
570230,40.5640004,-74.1481727,"Nutwood Court, Staten Island, Richmond County, New York, 10308, United States",70230,Staten Island,NUTWOOD COURT,POINT (-74.1481727 40.5640004)
541400,40.61303,-74.138081,"O'Connor Avenue, Staten Island, Richmond County, New York, 10314, United States",41400,Staten Island,O CONNOR AVENUE,POINT (-74.138081 40.61303)
541500,40.557083,-74.1332089,"O'Gorman Avenue, Bay Terrace, Staten Island, Richmond County, New York, 10308, United States",41500,Staten Island,O GORMAN AVENUE,POINT (-74.1332089 40.557083)
541050,40.564187,-74.121864,"Oak Avenue, Oakwood Heights Station, Staten Island, Richmond County, New York, 10306, United States",41050,Staten Island,OAK AVENUE,POINT (-74.121864 40.564187)
541055,40.552002,-74.145911,"Oak Court, Great Kills, Staten Island, Richmond County, New York, 10308, United States",41055,Staten Island,OAK COURT,POINT (-74.145911 40.552002)
541060,40.5599614,-74.1813619,"Oak Lane, Fresh Kills, Staten Island, Richmond County, New York, 10312, United States",41060,Staten Island,OAK LANE,POINT (-74.1813619 40.5599614)
541070,40.6125822,-74.0756739,"Oak Street, Fox Hills, Staten Island, Richmond County, New York, 10305, United States",41070,Staten Island,OAK STREET,POINT (-74.0756739 40.6125822)
541095,40.598011,-74.099332,"Oakdale Avenue, Todt Hill, Staten Island, Richmond County, New York, 10304, United States",41095,Staten Island,OAKDALE AVENUE,POINT (-74.099332 40.598011)
541100,40.542424,-74.160952,"Oakdale Street, Woods of Arden, Staten Island, Richmond County, New York, 10312, United States",41100,Staten Island,OAKDALE STREET,POINT (-74.16095199999999 40.542424)
541150,40.62931,-74.109891,"Oakland Avenue, Sunset Hill, Staten Island, Richmond County, New York, 10310, United States",41150,Staten Island,OAKLAND AVENUE,POINT (-74.109891 40.62931)
541165,40.6201139,-74.086988,"Oakland Terrace, Fox Hills, Staten Island, Richmond County, New York, 10304, United States",41165,Staten Island,OAKLAND TERRACE,POINT (-74.08698800000001 40.6201139)
541172,40.5738422,-74.1236246,"Oakley Place, New Dorp, Staten Island, Richmond County, New York, 10306, United States",41172,Staten Island,OAKLEY PLACE,POINT (-74.1236246 40.5738422)
541190,40.598948,-74.134102,"Oakville Street, Willowbrook, Staten Island, Richmond County, New York, 10314, United States",41190,Staten Island,OAKVILLE STREET,POINT (-74.134102 40.598948)
541194,40.6285436,-74.1010258,"Oakwood Avenue, Sunset Hill, Staten Island, Richmond County, New York, 10301, United States",41194,Staten Island,OAKWOOD AVENUE,POINT (-74.1010258 40.6285436)
541200,40.5526053,-74.1143087,"Oakwood Beach, Staten Island, Richmond County, New York, 10306, United States",41200,Staten Island,OAKWOOD BEACH,POINT (-74.1143087 40.5526053)
541192,40.5345484,-74.1627211,"Oban Street, Woods of Arden, Staten Island, Richmond County, New York, 10312, United States",41192,Staten Island,OBAN STREET,POINT (-74.1627211 40.5345484)
541195,40.5938452,-74.0799114,"Oberlin Street, Old Town Station, Staten Island, Richmond County, New York, 10305, United States",41195,Staten Island,OBERLIN STREET,POINT (-74.0799114 40.5938452)
541285,40.6293299,-74.0839471,"Occident Avenue, Stapleton, Staten Island, Richmond County, New York, 10304, United States",41285,Staten Island,OCCIDENT AVENUE,POINT (-74.0839471 40.6293299)
541300,40.5974171,-74.0644665,"Ocean Avenue, South Beach, Staten Island, Richmond County, New York, 10305, United States",41300,Staten Island,OCEAN AVENUE,POINT (-74.06446649999999 40.5974171)
511415,40.586442700000006,-74.07811057258363,"Ocean Breeze Park, Richmond County, New York, United States",11415,Staten Island,OCEAN BREEZE PARK,POINT (-74.07811057258363 40.58644270000001)
541301,40.6038424,-74.1079216,"Ocean Court, Staten Island, Richmond County, New York, 10301, United States",41301,Staten Island,OCEAN COURT,POINT (-74.1079216 40.6038424)
541317,40.5278359,-74.161057,"Ocean Driveway, Staten Island, Richmond County, New York, 10312, United States",41317,Staten Island,OCEAN DRIVEWAY,POINT (-74.161057 40.5278359)
541310,40.547903,-74.1435636,"Ocean Road, Great Kills, Staten Island, Richmond County, New York, 10308, United States",41310,Staten Island,OCEAN ROAD,POINT (-74.14356359999999 40.547903)
541320,40.6018627,-74.1177865,"Ocean Terrace, Staten Island, Richmond County, New York, 10314, United States",41320,Staten Island,OCEAN TERRACE,POINT (-74.11778649999999 40.6018627)
541340,40.561482,-74.1393368444079,"Ocean View Cemetery, Richmond County, New York, United States",41340,Staten Island,OCEAN VIEW CEMETERY,POINT (-74.13933684440789 40.561482)
541323,40.5334021,-74.1516211,"Oceanic Avenue, Staten Island, Richmond County, New York, 10312, United States",41323,Staten Island,OCEANIC AVENUE,POINT (-74.1516211 40.5334021)
541311,40.5794747,-74.0783894,"Oceanside Avenue, Staten Island, Richmond County, New York, 10305, United States",41311,Staten Island,OCEANSIDE AVENUE,POINT (-74.07838940000001 40.5794747)
541324,40.5261771,-74.166961,"Oceanview Avenue, Staten Island, Richmond County, New York, 10312, United States",41324,Staten Island,OCEANVIEW AVENUE,POINT (-74.166961 40.5261771)
541330,40.6033602,-74.1024321,"Oceanview Lane, Todt Hill, Staten Island, Richmond County, New York, 10301, United States",41330,Staten Island,OCEANVIEW LANE,POINT (-74.1024321 40.6033602)
541325,40.542621,-74.152124,"Oceanview Place, Staten Island, Richmond County, New York, 10308, United States",41325,Staten Island,OCEANVIEW PLACE,POINT (-74.152124 40.542621)
570232,40.5261491,-74.2022081,"Odell Place, Princes Bay, Staten Island, Richmond County, New York, 10309, United States",70232,Staten Island,ODELL PLACE,POINT (-74.20220809999999 40.5261491)
541465,40.5751993,-74.1212006,"Richmond Road & Odin Street, Rose Avenue, New Dorp, Staten Island, Richmond County, New York, 10306, United States",41465,Staten Island,ODIN AVENUE,POINT (-74.12120059999999 40.5751993)
541470,40.575621,-74.1213691,"Odin Street, New Dorp, Staten Island, Richmond County, New York, 10306, United States",41470,Staten Island,ODIN STREET,POINT (-74.1213691 40.575621)
541495,40.5410116,-74.1656518,"Ogden Street, Woods of Arden, Staten Island, Richmond County, New York, 10312, United States",41495,Staten Island,OGDEN STREET,POINT (-74.16565180000001 40.5410116)
541510,40.6205847,-74.1308219,"Ohio Place, Westerleigh, Staten Island, Richmond County, New York, 10314, United States",41510,Staten Island,OHIO PLACE,POINT (-74.1308219 40.6205847)
548874,40.5470294,-74.1579675,"Old Amboy Road, Woods of Arden, Staten Island, Richmond County, New York, 10308, United States",48874,Staten Island,OLD AMBOY ROAD,POINT (-74.1579675 40.5470294)
541520,40.599989,-74.101147,"Old Farmers Lane, Todt Hill, Staten Island, Richmond County, New York, 10304, United States",41520,Staten Island,OLD FARMERS LANE,POINT (-74.101147 40.599989)
511595,40.59510385,-74.0807466112997,"Old Town Playground, Staten Island, Richmond County, New York, United States",11595,Staten Island,OLD TOWN PLAYGROUND,POINT (-74.0807466112997 40.59510385)
541600,40.5959788,-74.087147,"Old Town Road, Old Town Station, Staten Island, Richmond County, New York, 10305, United States",41600,Staten Island,OLD TOWN ROAD,POINT (-74.087147 40.5959788)
541565,40.5734756,-74.1001701,"Oldfield Street, Midland Beach, Staten Island, Richmond County, New York, 10306, United States",41565,Staten Island,OLDFIELD STREET,POINT (-74.1001701 40.5734756)
570234,40.6036422,-74.0774119,"Olga Place, Arrochar, Staten Island, Richmond County, New York, 10305, United States",70234,Staten Island,OLGA PLACE,POINT (-74.0774119 40.6036422)
570235,40.6133496,-74.1661857,"Oliver Place, Bulls Head, Staten Island, Richmond County, New York, 10314, United States",70235,Staten Island,OLIVER PLACE,POINT (-74.1661857 40.6133496)
570240,40.633885,-74.112601,"Olivia Court, West New Brighton, Staten Island, Richmond County, New York, 10310, United States",70240,Staten Island,OLIVIA COURT,POINT (-74.112601 40.633885)
511585,40.531967300000005,-74.15794155838634,"Olmsted–Beil House Park, Staten Island, Richmond County, New York, United States",11585,Staten Island,OLMSTED BEIL HOUSE,POINT (-74.15794155838634 40.53196730000001)
541750,40.5923937,-74.0726625,"Olympia Boulevard, South Beach, Staten Island, Richmond County, New York, 10305, United States",41750,Staten Island,OLYMPIA BOULEVARD,POINT (-74.07266250000001 40.5923937)
541830,40.6122174,-74.1002278,"Oneida Avenue, Sunnyside, Staten Island, Richmond County, New York, 10301, United States",41830,Staten Island,ONEIDA AVENUE,POINT (-74.1002278 40.6122174)
541875,40.613812,-74.104215,"Ontario Avenue, Sunnyside, Staten Island, Richmond County, New York, 10301, United States",41875,Staten Island,ONTARIO AVENUE,POINT (-74.104215 40.613812)
541867,40.5245618,-74.2150188,"Opal Lane, Pleasant Plains, Staten Island, Richmond County, New York, 10309, United States",41867,Staten Island,OPAL LANE,POINT (-74.2150188 40.5245618)
541870,40.6383809,-74.1400467,"Openview Lane, Port Richmond, Staten Island, Richmond County, New York, 10302, United States",41870,Staten Island,OPENVIEW LANE,POINT (-74.1400467 40.6383809)
570236,40.5589226,-74.1663966,"Opp Court, Greenridge, Staten Island, Richmond County, New York, 10312, United States",70236,Staten Island,OPP COURT,POINT (-74.1663966 40.5589226)
541874,40.6188541,-74.0731703,"Opus Court, Clifton, Staten Island, Richmond County, New York, 10304, United States",41874,Staten Island,OPUS COURT,POINT (-74.0731703 40.6188541)
541876,40.627403,-74.140084,"Orange Avenue, Port Richmond, Staten Island, Richmond County, New York, 10302, United States",41876,Staten Island,ORANGE AVENUE,POINT (-74.140084 40.627403)
541891,40.5961136,-74.15972,"Orbit Lane, New Springville, Staten Island, Richmond County, New York, 10314, United States",41891,Staten Island,ORBIT LANE,POINT (-74.15971999999999 40.5961136)
570397,40.5147683,-74.2439147,"Orchard Avenue, Tottenville, Staten Island, Richmond County, New York, 10307, United States",70397,Staten Island,ORCHARD AVENUE,POINT (-74.2439147 40.5147683)
541882,40.532319,-74.157886,"Orchard Lane, Staten Island, Richmond County, New York, 10312, United States",41882,Staten Island,ORCHARD LANE,POINT (-74.157886 40.532319)
541877,40.62514,-74.132783,"Ordell Avenue, Westerleigh, Staten Island, Richmond County, New York, 10302, United States",41877,Staten Island,ORDELL AVENUE,POINT (-74.132783 40.62514)
541879,40.595096,-74.087495,"Oregon Road, Old Town Station, Staten Island, Richmond County, New York, 10305, United States",41879,Staten Island,OREGON ROAD,POINT (-74.087495 40.595096)
541878,40.636022,-74.156054,"Orinoco Place, Mariners Harbor, Staten Island, Richmond County, New York, 10303, United States",41878,Staten Island,ORINOCO PLACE,POINT (-74.156054 40.636022)
541881,40.5927276,-74.0704327,"Orlando Street, South Beach, Staten Island, Richmond County, New York, 10305, United States",41881,Staten Island,ORLANDO STREET,POINT (-74.0704327 40.5927276)
541890,40.616584,-74.069023,"Ormond Place, Rosebank, Staten Island, Richmond County, New York, 10305, United States",41890,Staten Island,ORMOND PLACE,POINT (-74.069023 40.616584)
541880,40.5163404,-74.1957953,"Ormsby Avenue, Staten Island, Richmond County, New York, 10309, United States",41880,Staten Island,ORMSBY AVENUE,POINT (-74.1957953 40.5163404)
541860,40.5921887,-74.1326008,"Ornstein Lane, Staten Island, Richmond County, New York, 10314, United States",41860,Staten Island,ORNSTEIN LANE,POINT (-74.13260080000001 40.5921887)
541896,40.5335406,-74.1601774,"Osage Lane, Staten Island, Richmond County, New York, 10312, United States",41896,Staten Island,OSAGE LANE,POINT (-74.16017739999999 40.5335406)
541897,40.5409603,-74.1503185,"Osborn Avenue, Staten Island, Richmond County, New York, 10308, United States",41897,Staten Island,OSBORN AVENUE,POINT (-74.1503185 40.5409603)
541898,40.5373905,-74.1624215,"Osborne Street, Woods of Arden, Staten Island, Richmond County, New York, 10312, United States",41898,Staten Island,OSBORNE STREET,POINT (-74.16242149999999 40.5373905)
541900,40.6177971,-74.081103,"Osgood Avenue, Fox Hills, Staten Island, Richmond County, New York, 10304, United States",41900,Staten Island,OSGOOD AVENUE,POINT (-74.081103 40.6177971)
500078,40.5465591,-74.1375165,"Osprey Court, Staten Island, Richmond County, New York, 10308, United States",00078,Staten Island,OSPREY COURT,POINT (-74.1375165 40.5465591)
541905,40.5308384,-74.220619,"Ostrich Court, Staten Island, Richmond County, New York, 10309, United States",41905,Staten Island,OSTRICH COURT,POINT (-74.220619 40.5308384)
